Date,Open,High,Low,Close,Volume
2010-01-04,260.3455488265958,261.7597331159318,258.3622593062421,259.2590637207031,1963682.0
2010-01-05,260.4144783253547,261.98385938163636,257.4999014766965,259.3279724121094,2014488.0
2010-01-06,259.32794636371125,259.4486809265203,252.82621647551426,253.4643096923828,3349176.0
2010-01-07,253.68872462243894,255.033921386001,245.23818246982202,246.41091918945312,6474892.0
2010-01-08,246.96264548943822,247.82494522927564,240.2367075187063,241.37493896484375,6048178.0
2010-01-11,242.8236848876802,248.37688857855952,241.58198128358498,246.3418731689453,4318408.0
2010-01-12,252.48141322612042,260.069652421441,250.7568134090021,258.70721435546875,9027690.0
2010-01-13,256.96537308460637,274.69426764852244,256.8446595181488,271.98663330078125,10910272.0
2010-01-14,275.4013953929451,275.4013953929451,265.36421013537006,268.9858703613281,10327614.0
2010-01-15,274.55641170671845,275.7981157005712,266.3645589704941,272.96978759765625,7945008.0
2010-01-18,275.9360264531324,285.9387074120584,273.52158622166746,276.6948547363281,7261084.0
2010-01-19,276.6947701429341,276.6947701429341,268.571910058057,269.27899169921875,5154850.0
2010-01-20,273.24553671750164,273.24553671750164,265.89874738793395,268.83056640625,4347054.0
2010-01-21,266.3644551009676,273.1593829313441,264.86406160579014,265.8125915527344,5089504.0
2010-01-22,262.48399736836467,263.86367672378316,256.8618082054817,261.3974914550781,7574990.0
2010-01-25,261.2767912611411,264.0361501127439,255.6373600290728,260.8283996582031,3008286.0
2010-01-27,259.37599537272547,262.7305958011605,255.96953241005934,257.05889892578125,4844398.0
2010-01-28,259.20304543006927,262.1253521652044,251.66385500141573,256.5228271484375,6537196.0
2010-01-29,253.8425837685121,255.8484201270857,246.2861065777583,254.60342407226562,5473326.0
2010-02-01,253.9636895419192,263.80269043770494,249.00097031293944,258.0445556640625,3378012.0
2010-02-02,261.1051188978691,263.7507619895319,254.18842700653482,255.36427307128906,4739188.0
2010-02-03,257.3009853090055,261.76226083622123,254.36139071878165,260.3962097167969,2977676.0
2010-02-04,260.39626939085935,260.7248166125555,253.32394479908513,255.46812438964844,2716612.0
2010-02-05,254.18843214645332,254.18843214645332,247.82506703452543,250.21133422851562,4607118.0
2010-02-08,252.11340066571853,254.1019494364015,244.90275834916446,250.4361114501953,4170344.0
2010-02-09,250.73003594610677,256.59193549087354,249.36398532175295,254.24026489257812,3005894.0
2010-02-10,255.88304018817746,257.1972075041102,251.80217484302398,253.2546844482422,2337374.0
2010-02-11,255.20866493099098,258.6670111700231,254.1884485688624,256.85137939453125,2413156.0
2010-02-15,259.37601074264524,259.37601074264524,255.41619942369277,258.0445556640625,1956482.0
2010-02-16,258.424883257135,264.5461593872814,256.6784228946754,262.1944885253906,1660490.0
2010-02-17,264.52889792281536,265.5836892469104,260.25782788436567,262.367431640625,2528290.0
2010-02-18,262.83437843036205,265.2379338757811,261.2781222422875,262.41937255859375,1814806.0
2010-02-19,261.0705860209832,262.6614169695384,257.92347803761106,259.5661926269531,2215880.0
2010-02-22,261.7967505922566,264.11384626561096,260.6900758265283,261.8832092285156,2143460.0
2010-02-23,262.48849842458657,264.56350631727105,259.80827989653574,263.5605773925781,1853052.0
2010-02-24,261.45093398505554,266.53470636748943,260.1021707236519,264.6844787597656,4076058.0
2010-02-25,266.22352796352754,266.22352796352754,263.26664572088794,264.9958190917969,2672984.0
2010-02-26,265.2897676792051,269.24957888374485,258.04454820825913,263.45684814453125,3015934.0
2010-03-02,263.52594278002175,265.94678477406393,261.1051007859796,263.9409484863281,4053352.0
2010-03-03,265.946718630907,267.67589105373474,264.2694298239888,265.8602600097656,2754742.0
2010-03-04,265.60101913287093,266.2926884535294,261.7968378692491,264.18310546875,2053606.0
2010-03-05,264.56344034841743,265.2378219669973,262.88615116329134,263.7334289550781,1287312.0
2010-03-08,265.4627355043296,266.29274731581756,262.9381461474964,263.7681579589844,3015740.0
2010-03-09,263.8718473341405,269.2322845997751,263.8718473341405,265.8431091308594,3457732.0
2010-03-10,264.113832911916,271.2898993585885,262.83424093836635,269.7682189941406,4587874.0
2010-03-11,269.76827932995076,274.9039358775443,266.9670274734955,273.7626647949219,3214030.0
2010-03-12,276.6677370826536,276.6677370826536,273.9010597118271,275.6129455566406,2510976.0
2010-03-15,275.61297535071776,283.58446116552375,273.6071382616499,282.8927917480469,6054434.0
2010-03-16,284.10320025215105,287.71717701501365,282.13193828076464,286.69696044921875,3088856.0
2010-03-17,288.4260982026392,292.5415389823325,287.04275960214693,290.7431945800781,4174794.0
2010-03-18,292.23025486585124,292.23025486585124,283.75730664784726,285.6075134277344,3724554.0
2010-03-19,278.4833399177791,288.5817154844404,278.4833399177791,283.8956604003906,4716624.0
2010-03-22,281.8206550198685,288.3569170148595,278.79460193661214,286.2127380371094,3310110.0
2010-03-23,287.0427961282212,288.08030021061234,284.3106936013613,286.575927734375,1694964.0
2010-03-25,285.00231016455814,289.3944141875543,282.892727364603,286.97357177734375,5517582.0
2010-03-26,287.04275730807325,289.117765192228,284.3798263017936,285.33087158203125,1997806.0
2010-03-29,284.96771785649076,286.8006370628373,279.62456892506765,280.8004150390625,3443266.0
2010-03-30,279.6418942056969,282.23565412390974,275.682104283683,276.667724609375,3097160.0
2010-03-31,276.66769089073875,279.1749918394361,268.8172409401001,269.9757995605469,7083046.0
