Date,Open,High,Low,Close,Volume
2022-01-03,143.86594988262885,144.65543012836076,142.53495522830957,143.802978515625,28646000
2022-01-04,144.20414226489285,145.28421989053714,142.5384203965496,143.2158203125,28400000
2022-01-05,143.23616397542605,143.3150106060316,136.55935260045507,136.6456298828125,54618000
2022-01-06,135.8754787528965,138.79286404298605,135.43908316933738,136.6183319091797,37348000
2022-01-07,137.01308839091683,137.31361360301065,134.6535916733449,135.8938446044922,29760000
2022-01-10,133.97073966369757,137.68157063585514,132.0729270904359,137.5327911376953,44408000
2022-01-11,136.87574497844983,139.06663719581033,135.5720211712193,138.59056091308594,28730000
2022-01-12,139.99296095115926,141.4390172004531,139.54120457664413,140.2711639404297,26108000
2022-01-13,140.37975480829834,141.67902912526233,137.27442366179454,137.4509735107422,31436000
2022-01-14,135.9553241572003,139.5883072001904,135.87549384235362,138.33714294433594,29662000
2022-01-18,135.05876027547475,136.00741694604665,134.32830144930435,134.88320922851562,34872000
2022-01-19,135.40437523941512,136.82860852545411,133.90874111772067,134.0089111328125,28648000
2022-01-20,135.1331212999803,136.49784887181025,131.8745463034307,132.21473693847656,29908000
2022-01-21,131.50658478786562,133.75994832516412,129.02013189885773,129.282958984375,55652000
2022-01-24,124.94530705866508,130.12748179103494,123.47942593711821,129.73175048828125,76622000
2022-01-25,127.68469738972522,128.33829204225916,125.46355309123715,125.89448547363281,46960000
2022-01-26,130.04418655853962,131.9097642410679,126.09978210305361,128.17364501953125,49130000
2022-01-27,130.22767566573776,131.5651172616213,127.87560963585803,127.94752502441406,31950000
2022-01-28,128.59616648080828,132.26336732239355,127.43179389269864,132.25790405273438,34362000
2022-01-31,133.06224407236246,134.36250208787934,131.12574979400958,134.1943817138672,39986000
2022-02-01,136.46660753981268,136.6634819687619,133.26705377749363,136.5157012939453,68644000
2022-02-02,150.0101630752151,150.30422616828662,144.32961959181026,146.78680419921875,123200000
2022-02-03,144.5111067615448,148.44806509169965,141.49601822201203,141.9170379638672,71518000
2022-02-04,142.26864026795846,143.68741021845733,139.36315001999446,142.11837768554688,57998000
2022-02-07,143.06754453763955,143.06754453763955,137.76139385139092,138.0599365234375,54974000
2022-02-08,137.8868425902189,138.8523578993204,135.89084297215734,138.25628662109375,54284000
2022-02-09,139.80799308806806,141.35620183871598,139.03785374463664,140.43133544921875,40144000
