Date,Open,High,Low,Close,Volume
2010-01-04,221.76376542820617,221.76376542820617,207.68885732873463,218.5930938720703,76646086.0
2010-01-05,233.7147564600725,233.7147564600725,216.54029771355758,217.6175079345703,21392825.0
2010-01-06,219.487397495362,222.45482711557872,217.60735380817175,221.1337127685547,23691760.0
2010-01-07,221.13370761104912,226.62139340272083,219.1012188293531,224.8023223876953,26197920.0
2010-01-08,225.1986418470306,226.37748661240903,222.75966905192595,224.212890625,15110149.0
2010-01-11,230.62538538425426,233.67412552805254,213.41030406628977,219.81260681152344,188649642.0
2010-01-12,222.5564264264373,231.15381059593588,218.89796045896998,220.39183044433594,32790509.0
2010-01-13,221.1337004992421,221.94668241821145,217.19068188685603,221.25564575195312,15360176.0
2010-01-14,220.72719493661396,228.6132047468954,220.72719493661396,227.983154296875,24545629.0
2010-01-15,228.81644302775993,231.47899564545537,224.5990613837743,225.757568359375,18766617.0
2010-01-18,224.9954104505233,226.91610246583943,221.93652203173963,223.47105407714844,14172193.0
2010-01-19,223.57263802209474,224.8022795941934,220.04627981523691,220.52392578125,13064666.0
2010-01-20,222.55644855293414,222.98327052941065,217.8817445892042,218.99960327148438,19331024.0
2010-01-21,218.49147282056526,218.89797056544754,213.46109545060816,214.23342895507812,18611321.0
2010-01-22,211.58105087607228,217.6784898858188,209.2436990295434,214.19277954101562,39869565.0
2010-01-25,213.339129376524,214.30455639995986,210.70707658005333,211.79444885253906,13393277.0
2010-01-27,210.1582878107818,213.41025575777172,207.31281755311068,208.8473358154297,24843485.0
2010-01-28,211.37780701667066,212.6887592582738,208.3290941254462,210.79855346679688,33223459.0
2010-01-29,209.93473824827493,213.77612229329202,206.9266739081459,212.637939453125,23333042.0
2010-02-01,210.86969018774147,214.42653549523686,210.47335452328508,212.47535705566406,12132865.0
2010-02-02,213.81676984838998,214.70090007225627,208.146152744334,208.7965545654297,17248998.0
2010-02-03,209.56888051408248,213.08507707379275,209.56888051408248,210.1481475830078,15052266.0
2010-02-04,210.97131312036822,210.97131312036822,206.0933669779185,207.1400909423828,11974603.0
2010-02-05,198.16667810490787,204.82303234899214,198.16667810490787,199.52842712402344,29882876.0
2010-02-08,200.19918043468044,204.1320236100008,198.1667051645234,202.09954833984375,25894932.0
2010-02-09,201.9775670836325,202.8413730477967,199.73168785787988,201.87594604492188,14292031.0
2010-02-10,203.22754657324077,203.22754657324077,199.58940484671183,200.219482421875,18261247.0
2010-02-11,201.0629682471455,207.27219021665212,200.9105231184246,206.32708740234375,23450102.0
2010-02-15,208.73557365402837,208.73557365402837,204.79255516876518,205.2803497314453,13498617.0
2010-02-16,205.30068873966874,207.51609542334873,204.26412691519312,206.8555450439453,10068256.0
2010-02-17,208.32909836159155,210.93066512022887,207.7295205896204,209.86361694335938,15630122.0
2010-02-18,209.3453206623247,211.04244636976483,202.23164405886888,202.8007354736328,19834114.0
2010-02-19,202.23166827260732,202.23166827260732,198.60368802181014,199.83334350585938,17754534.0
2010-02-22,202.29261097428957,203.2478758973911,197.15043704263255,198.76626586914062,12692045.0
2010-02-23,197.96341786882738,199.7926507467419,197.15042246362952,198.23780822753906,12976934.0
2010-02-24,197.15045636571864,200.34145234741837,196.46958175488575,198.9390411376953,12487589.0
2010-02-25,199.20327118781512,200.19918463378352,194.94522699563592,195.748046875,18954063.0
2010-02-26,196.94718479345337,202.23162791010543,196.38825552773582,198.96949768066406,22579233.0
2010-03-02,200.19919287614127,203.04466385821945,199.06099634277143,199.83334350585938,18210596.0
2010-03-03,200.80888145823238,208.9387945337933,200.80888145823238,208.2884063720703,26623966.0
2010-03-04,211.37776553553866,211.37776553553866,204.87384326375454,206.09332275390625,20781218.0
2010-03-05,207.71936598883136,208.53234799852194,204.2844657803341,205.23973083496094,11774505.0
2010-03-08,207.55672654058208,208.73557130151778,203.65437008312156,204.08119201660156,11941298.0
2010-03-09,204.568984049433,205.6461941900098,200.81905919750244,201.28652954101562,17459521.0
2010-03-10,202.23163095532317,207.08925222624092,201.07312399203184,205.0262908935547,24807175.0
2010-03-11,205.28038674786941,207.3128757651729,204.67064682646068,206.59133911132812,14583772.0
2010-03-12,206.29657577953992,209.95502777142804,206.09332015537026,207.63800048828125,22333253.0
2010-03-15,207.71934807039182,209.7416611659876,205.9104391724454,208.94898986816406,18131701.0
2010-03-16,209.75180704101234,217.84107236504852,209.14206724163006,217.05856323242188,33998717.0
2010-03-17,218.45080731166053,220.01581197458614,216.6215743865872,217.41424560546875,21599472.0
2010-03-18,218.28825484625696,219.83293559340078,216.27610367599132,218.88783264160156,15292424.0
2010-03-19,219.26383934309618,222.86131960443956,217.50574084998038,221.95687866210938,19737747.0
2010-03-22,215.84926529062923,223.3694263444037,215.84926529062923,218.278076171875,20468483.0
2010-03-23,219.09103498637808,222.3430031468678,218.88779291215573,221.82472229003906,20005544.0
2010-03-25,222.75967853983067,222.96293419582443,218.97926715451058,221.83489990234375,22967888.0
2010-03-26,222.96294000303212,225.8084107205558,222.58692856207844,223.6641387939453,18075516.0
2010-03-29,224.32467893096666,225.59498266147548,221.7434366206211,222.21090698242188,20249784.0
2010-03-30,222.7596602775945,224.7311626439997,220.11744550679015,221.16416931152344,18938795.0
2010-03-31,222.12959289650718,222.55641480826768,217.73944210526378,218.33901977539062,21647708.0
2010-04-01,219.10123209018107,223.26781738538153,218.89798998349204,221.95687866210938,12519976.0
2010-04-05,222.86128174236362,229.59895994789443,222.86128174236362,228.83676147460938,19912935.0
2010-04-06,229.2635987325838,230.27983623635902,227.67825628724023,228.2880096435547,12481837.0
2010-04-07,228.6538355013958,233.67407731646682,228.2676755779852,229.60910034179688,20218574.0
2010-04-08,230.27986392129446,230.99123839999768,223.87756145078205,224.90396118164062,14723428.0
2010-04-09,225.23930598452034,229.87337497001678,225.23930598452034,228.5928955078125,16826518.0
2010-04-12,232.7188608023454,232.7188608023454,228.17625046415878,229.1315155029297,12699784.0
2010-04-13,229.263629830097,230.48310957301382,225.86939176547077,227.820556640625,13971281.0
